,date,open,close,high,low,volume,code
29,2015-02-13,-54.778,-56.25,-54.423,-57.241,40127.0,600519
30,2015-02-16,-56.205,-55.505,-55.214,-57.405,39521.0,600519
31,2015-02-17,-55.287,-56.496,-54.978,-56.778,34172.0,600519
32,2015-02-25,-55.787,-54.914,-53.332,-57.505,59935.0,600519
33,2015-02-26,-55.059,-52.478,-50.887,-55.287,62297.0,600519
34,2015-02-27,-52.241,-48.469,-45.332,-52.332,63370.0,600519
35,2015-03-02,-48.696,-48.759,-45.969,-50.332,31098.0,600519
36,2015-03-03,-50.059,-53.105,-47.605,-53.823,42999.0,600519
37,2015-03-04,-52.159,-51.978,-51.232,-54.332,40662.0,600519
38,2015-03-05,-53.959,-53.496,-52.123,-54.832,36206.0,600519
39,2015-03-06,-53.65,-55.223,-52.623,-55.541,25470.0,600519
40,2015-03-09,-53.241,-48.005,-46.705,-55.059,43486.0,600519
41,2015-03-10,-48.569,-51.396,-48.059,-51.896,29637.0,600519
42,2015-03-11,-51.396,-47.623,-46.696,-51.423,40583.0,600519
43,2015-03-12,-46.696,-46.923,-43.978,-48.15,38496.0,600519
44,2015-03-13,-46.969,-49.505,-45.878,-50.714,25479.0,600519
45,2015-03-16,-49.369,-46.005,-45.332,-52.141,31160.0,600519
46,2015-03-17,-44.887,-43.269,-41.523,-44.978,45904.0,600519
47,2015-03-18,-43.241,-40.832,-40.341,-44.405,39304.0,600519
48,2015-03-19,-41.659,-44.623,-41.25,-45.732,33539.0,600519
49,2015-03-20,-45.605,-46.559,-44.887,-48.623,51373.0,600519
50,2015-03-23,-45.178,-44.805,-43.287,-46.514,40979.0,600519
51,2015-03-24,-44.605,-44.25,-42.659,-47.514,60079.0,600519
52,2015-03-25,-46.696,-46.896,-44.787,-47.55,42240.0,600519
53,2015-03-26,-46.196,-41.641,-40.423,-47.605,67105.0,600519
54,2015-03-27,-42.15,-45.287,-41.641,-46.741,40144.59,600519
55,2015-03-30,-45.169,-43.269,-41.287,-46.605,63451.0,600519
56,2015-03-31,-43.35,-44.005,-39.632,-45.769,88130.0,600519
57,2015-04-01,-43.941,-44.569,-42.55,-45.35,76875.0,600519
58,2015-04-02,-44.005,-45.259,-42.514,-46.805,62981.0,600519
59,2015-04-03,-45.787,-43.232,-43.05,-46.896,51210.0,600519
60,2015-04-07,-43.196,-39.723,-39.35,-44.15,59824.0,600519
61,2015-04-08,-38.059,-36.241,-30.623,-38.887,135857.0,600519
62,2015-04-09,-36.259,-40.332,-34.987,-41.196,62399.0,600519
63,2015-04-10,-40.341,-40.132,-37.614,-40.687,102019.0,600519
64,2015-04-13,-38.923,-36.787,-36.25,-41.296,91356.0,600519
65,2015-04-14,-36.696,-34.878,-31.896,-36.732,81903.0,600519
66,2015-04-15,-32.059,-35.15,-31.441,-36.55,55005.0,600519
67,2015-04-16,-32.559,-16.45,-16.45,-33.214,86014.0,600519
68,2015-04-17,-4.969,-10.732,3.941,-14.623,192094.0,600519
69,2015-04-20,-13.059,-9.396,1.213,-13.969,130588.0,600519
70,2015-04-21,-3.969,11.877,11.877,-3.969,122401.0,600519
71,2015-04-22,22.213,17.75,22.395,11.586,134635.0,600519
72,2015-04-23,17.85,10.613,18.004,7.832,86030.0,600519
73,2015-04-24,6.832,12.841,13.922,0.586,100531.0,600519
74,2015-04-27,12.013,10.386,21.304,7.841,78973.0,600519
75,2015-04-28,8.759,3.204,12.941,2.441,87291.0,600519
76,2015-04-29,1.577,4.922,7.85,1.577,59300.0,600519
77,2015-04-30,6.168,7.15,9.577,3.077,64064.0,600519
78,2015-05-04,7.541,9.641,13.304,5.141,54739.0,600519
79,2015-05-05,6.941,-3.105,6.941,-4.078,73700.0,600519
80,2015-05-06,-0.35,-1.532,2.386,-3.959,60324.0,600519
81,2015-05-07,0.577,0.513,6.832,-1.641,68102.0,600519
82,2015-05-08,1.595,8.913,9.559,1.395,57805.0,600519
83,2015-05-11,6.486,11.886,12.386,5.122,61345.0,600519
84,2015-05-12,11.668,9.141,11.668,6.941,47031.0,600519
85,2015-05-13,8.577,10.941,16.913,7.395,58913.0,600519
86,2015-05-14,10.804,6.404,13.759,6.232,41853.0,600519
87,2015-05-15,6.404,0.732,8.295,-2.505,54185.0,600519
88,2015-05-18,0.577,-2.932,0.577,-3.878,35363.0,600519
89,2015-05-19,-3.014,5.159,5.322,-3.787,47637.0,600519
90,2015-05-20,6.941,8.713,14.213,4.486,63771.0,600519
91,2015-05-21,10.577,12.932,15.395,8.768,47669.0,600519
92,2015-05-22,13.922,28.632,29.486,13.841,66649.0,600519
93,2015-05-25,23.304,38.604,40.113,22.395,67473.0,600519
94,2015-05-26,38.395,37.432,41.486,35.995,60914.0,600519
95,2015-05-27,37.413,29.577,40.868,26.032,46934.0,600519
96,2015-05-28,28.077,15.222,33.304,14.304,60884.0,600519
97,2015-05-29,14.222,17.695,22.395,14.113,57783.0,600519
98,2015-06-01,17.795,24.632,26.013,14.032,65816.0,600519
99,2015-06-02,23.759,20.232,23.759,14.813,64635.0,600519
100,2015-06-03,18.922,16.75,20.232,14.222,46424.0,600519
101,2015-06-04,16.922,12.586,18.759,-3.969,92362.0,600519
102,2015-06-05,12.495,8.613,16.122,1.486,85738.0,600519
103,2015-06-08,6.495,18.432,21.068,4.941,96007.0,600519
104,2015-06-09,18.759,13.332,23.122,11.032,77851.0,600519
105,2015-06-10,10.25,15.168,20.468,8.577,80462.0,600519
106,2015-06-11,14.213,14.268,18.304,12.186,52954.0,600519
107,2015-06-12,16.141,19.668,26.032,15.122,90909.0,600519
108,2015-06-15,20.559,15.022,25.122,14.286,100014.0,600519
109,2015-06-16,13.304,8.713,19.486,7.395,69303.0,600519
110,2015-06-17,8.722,9.75,12.177,4.213,58388.0,600519
111,2015-06-18,7.868,-0.359,9.486,-3.423,61506.0,600519
112,2015-06-19,1.368,-8.232,3.75,-9.405,67608.0,600519
113,2015-06-23,-4.15,7.168,10.441,-9.305,81247.0,600519
114,2015-06-24,5.122,15.313,18.941,2.986,95706.0,600519
115,2015-06-25,15.577,6.75,16.059,5.313,66521.0,600519
116,2015-06-26,5.141,-1.741,10.35,-8.241,99332.0,600519
117,2015-06-29,3.641,2.068,11.032,-15.059,165071.0,600519
118,2015-06-30,2.068,12.077,14.05,1.486,126298.0,600519
119,2015-07-01,9.668,11.932,21.941,6.013,103326.0,600519
120,2015-07-02,9.941,14.486,34.759,0.586,118459.0,600519
121,2015-07-03,9.668,4.95,14.668,-1.969,109605.0,600519
122,2015-07-06,21.441,8.795,21.477,-4.423,272799.0,600519
123,2015-07-07,5.122,-0.169,11.104,-4.423,167562.0,600519
124,2015-07-08,-13.969,-6.823,0.568,-22.369,289140.0,600519
125,2015-07-09,-6.823,12.341,14.586,-10.332,138203.0,600519
126,2015-07-10,11.486,19.295,35.122,6.904,256149.0,600519
127,2015-07-13,12.395,12.168,19.286,6.032,148926.0,600519
128,2015-07-14,9.668,4.259,9.832,2.577,96768.0,600519
129,2015-07-15,2.85,6.268,7.577,-0.987,104077.0,600519
130,2015-07-16,6.268,6.568,8.922,3.541,72814.0,600519
131,2015-07-17,10.826,10.116,11.816,6.566,56418.0,600519
132,2015-07-20,8.976,6.936,9.726,4.326,67933.0,600519
133,2015-07-21,3.576,3.486,6.026,1.826,51789.0,600519
134,2015-07-22,1.826,-1.044,3.826,-1.594,70855.0,600519
135,2015-07-23,-0.184,1.366,2.426,-2.404,64748.0,600519
136,2015-07-24,2.326,1.036,5.516,0.576,57390.0,600519
137,2015-07-27,-1.174,-16.654,3.126,-17.174,76944.0,600519
138,2015-07-28,-18.314,-12.344,-8.734,-20.694,86703.0,600519
139,2015-07-29,-10.394,-10.434,-8.174,-16.044,66507.0,600519
140,2015-07-30,-9.344,-12.214,-9.344,-13.074,41134.0,600519
141,2015-07-31,-11.474,-11.344,-11.244,-15.174,40736.0,600519
142,2015-08-03,-13.174,-8.614,-8.184,-15.174,54553.0,600519
143,2015-08-04,-8.914,-6.204,-4.194,-8.914,59533.0,600519
144,2015-08-05,-5.244,-10.984,-4.324,-11.234,43143.0,600519
145,2015-08-06,-11.944,-13.214,-10.674,-15.174,39249.0,600519
146,2015-08-07,-10.684,-11.244,-9.574,-12.574,39521.0,600519
147,2015-08-10,-11.164,-5.874,-5.174,-13.044,56496.0,600519
148,2015-08-11,-5.874,-7.424,-5.764,-8.164,50897.0,600519
149,2015-08-12,-8.184,-8.704,-3.884,-9.424,45824.0,600519
150,2015-08-13,-6.674,-8.664,-6.674,-12.174,35180.0,600519
151,2015-08-14,-7.674,-8.194,-6.774,-8.924,30666.0,600519
152,2015-08-17,-10.154,-11.954,-9.354,-14.174,53858.0,600519
153,2015-08-18,-11.194,-17.114,-10.674,-17.824,51285.0,600519
154,2015-08-19,-18.424,-16.554,-16.014,-19.994,50261.0,600519
155,2015-08-20,-17.344,-23.104,-17.174,-23.274,39645.0,600519
156,2015-08-21,-26.654,-31.844,-23.314,-32.054,75620.0,600519
157,2015-08-24,-37.174,-48.534,-36.674,-49.974,89812.0,600519
158,2015-08-25,-50.714,-41.584,-35.664,-51.974,123080.0,600519
159,2015-08-26,-41.414,-34.294,-29.674,-43.174,91572.0,600519
160,2015-08-27,-28.174,-21.104,-18.274,-33.284,87052.0,600519
161,2015-08-28,-23.174,-25.524,-22.884,-31.044,89925.0,600519
162,2015-08-31,-28.834,-22.804,-22.674,-32.994,62730.0,600519
163,2015-09-01,-26.354,-23.804,-23.174,-30.174,87432.0,600519
164,2015-09-02,-28.064,-23.564,-23.174,-28.974,106945.0,600519
165,2015-09-07,-25.574,-29.464,-24.174,-29.524,32216.0,600519
166,2015-09-08,-29.714,-28.854,-27.704,-33.174,33098.0,600519
167,2015-09-09,-28.034,-26.314,-24.304,-28.034,35215.0,600519
168,2015-09-10,-27.794,-24.964,-24.874,-29.034,26852.0,600519
169,2015-09-11,-26.294,-25.264,-24.074,-27.124,16932.0,600519
170,2015-09-14,-25.744,-15.644,-15.374,-30.274,86175.0,600519
171,2015-09-15,-20.164,-16.174,-16.154,-23.054,51884.0,600519
172,2015-09-16,-18.164,-13.624,-8.634,-20.444,37198.0,600519
173,2015-09-17,-15.574,-20.174,-12.374,-20.564,26423.0,600519
174,2015-09-18,-19.574,-18.744,-17.284,-20.174,15642.0,600519
175,2015-09-21,-20.164,-18.874,-17.474,-20.174,16527.0,600519
176,2015-09-22,-17.404,-18.904,-16.994,-19.194,16457.0,600519
177,2015-09-23,-21.024,-23.454,-19.184,-24.074,22344.0,600519
178,2015-09-24,-22.374,-24.174,-21.894,-25.374,13886.0,600519
179,2015-09-25,-24.184,-24.714,-23.274,-28.674,24455.0,600519
180,2015-09-28,-26.694,-26.794,-25.874,-28.944,12341.0,600519
181,2015-09-29,-28.624,-28.004,-26.804,-29.874,18409.0,600519
182,2015-09-30,-27.944,-27.864,-26.694,-28.004,11634.0,600519
183,2015-10-08,-19.394,-20.654,-16.594,-21.174,34391.0,600519
184,2015-10-09,-19.394,-21.224,-19.274,-21.674,15721.0,600519
185,2015-10-12,-19.174,-20.084,-13.684,-20.324,49030.0,600519
186,2015-10-13,-20.084,-19.434,-18.084,-20.084,15751.0,600519
187,2015-10-14,-19.194,-20.344,-18.674,-21.164,15213.0,600519
188,2015-10-15,-20.014,-18.184,-17.804,-20.614,16550.0,600519
189,2015-10-16,-16.954,-17.434,-15.774,-18.764,19238.0,600519
190,2015-10-19,-13.234,-15.454,-13.234,-16.274,26121.0,600519
191,2015-10-20,-16.154,-16.204,-15.294,-16.994,14784.0,600519
192,2015-10-21,-16.094,-17.864,-15.624,-21.164,22349.0,600519
193,2015-10-22,-17.934,-15.644,-15.444,-18.744,23720.0,600519
194,2015-10-23,-12.374,-7.194,-0.574,-12.624,56277.0,600519
195,2015-10-26,-6.174,-0.444,0.126,-10.174,43346.0,600519
196,2015-10-27,-1.074,-2.924,-0.494,-5.594,22572.0,600519
197,2015-10-28,-3.184,-5.734,-3.184,-6.274,16559.0,600519
198,2015-10-29,-6.174,-5.174,-3.384,-6.174,13454.0,600519
199,2015-10-30,-5.224,-4.314,-2.374,-6.054,12257.0,600519
200,2015-11-02,-3.574,-5.614,-2.314,-5.674,15298.0,600519
201,2015-11-03,-5.254,-8.464,-2.414,-9.774,23173.0,600519
202,2015-11-04,-7.594,-3.194,-2.174,-8.064,30809.0,600519
203,2015-11-05,-3.574,-1.614,5.106,-4.674,49982.0,600519
204,2015-11-06,-0.824,0.246,0.426,-2.614,21695.0,600519
205,2015-11-09,3.826,2.656,6.486,0.826,40527.0,600519
206,2015-11-10,1.826,4.206,5.946,0.986,28729.0,600519
207,2015-11-11,3.836,1.976,4.826,0.426,23815.0,600519
208,2015-11-12,2.056,1.836,4.826,1.206,16180.0,600519
209,2015-11-13,-0.074,-3.064,1.326,-3.344,28397.0,600519
210,2015-11-16,-5.674,-4.394,-1.674,-6.174,23916.0,600519
211,2015-11-17,-3.454,-3.814,-0.674,-5.034,21986.0,600519
212,2015-11-18,-4.584,-3.514,-2.174,-4.584,19725.0,600519
213,2015-11-19,-4.174,-3.144,-2.174,-4.274,15262.0,600519
214,2015-11-20,-3.034,-4.454,-2.394,-5.074,22274.0,600519
215,2015-11-23,-5.174,-5.554,-4.334,-5.664,20994.0,600519
216,2015-11-24,-5.784,-6.484,-4.894,-8.174,20469.0,600519
217,2015-11-25,-6.474,-5.194,-5.174,-7.774,24249.0,600519
218,2015-11-26,-4.684,-5.334,-4.384,-6.344,18804.0,600519
219,2015-11-27,-5.684,-10.434,-5.634,-11.544,16220.0,600519
220,2015-11-30,-10.134,-3.864,-3.394,-10.384,33440.0,600519
221,2015-12-01,-5.174,-4.374,-4.224,-7.174,18877.0,600519
222,2015-12-02,-3.694,3.406,8.826,-6.174,47891.0,600519
223,2015-12-03,0.826,2.026,3.226,-1.474,22386.0,600519
224,2015-12-04,1.786,-2.864,1.786,-3.164,20848.0,600519
225,2015-12-07,-3.174,-3.664,-1.194,-4.974,19255.0,600519
226,2015-12-08,-3.624,-6.234,-3.624,-6.714,17393.0,600519
227,2015-12-09,-6.594,-3.704,-3.124,-6.674,14119.0,600519
228,2015-12-10,-3.174,-5.214,-1.974,-6.184,13786.0,600519
229,2015-12-11,-5.674,-6.764,-5.674,-7.674,13035.0,600519
230,2015-12-14,-7.984,-4.074,-3.294,-9.174,20701.0,600519
231,2015-12-15,-4.374,-3.664,-3.584,-6.094,15088.0,600519
232,2015-12-16,-3.764,-4.264,-3.534,-5.584,20144.0,600519
233,2015-12-17,-3.784,-2.314,-1.294,-4.174,24253.0,600519
234,2015-12-18,-2.674,-1.294,0.976,-3.064,28460.0,600519
235,2015-12-21,-0.174,8.856,11.006,-0.174,59391.0,600519
236,2015-12-22,8.626,6.856,8.626,5.106,28402.0,600519
237,2015-12-23,7.276,4.826,8.516,4.526,22374.0,600519
238,2015-12-24,5.806,6.606,7.506,5.026,15577.0,600519
239,2015-12-25,6.826,6.326,7.486,4.706,11542.0,600519
240,2015-12-28,7.306,0.946,7.826,0.826,25594.0,600519
241,2015-12-29,0.446,1.656,2.266,0.336,15774.0,600519
242,2015-12-30,2.006,0.686,2.486,-0.654,20147.0,600519
243,2015-12-31,0.046,0.016,1.326,-0.354,19673.0,600519
244,2016-01-04,-0.174,-8.154,-0.174,-8.184,17349.0,600519
245,2016-01-05,-8.174,-5.354,-4.204,-10.664,31908.0,600519
246,2016-01-06,-5.394,-5.994,-4.514,-8.874,23760.0,600519
247,2016-01-07,-9.184,-15.944,-9.184,-18.144,8148.0,600519
248,2016-01-08,-14.004,-13.544,-10.174,-18.174,44510.0,600519
249,2016-01-11,-15.014,-18.314,-14.384,-18.774,29702.0,600519
250,2016-01-12,-17.074,-21.384,-16.074,-22.174,40287.0,600519
251,2016-01-13,-19.074,-18.394,-12.174,-19.574,29201.0,600519
252,2016-01-14,-21.064,-13.354,-12.194,-22.664,34776.0,600519
253,2016-01-15,-13.424,-19.174,-11.994,-20.174,26681.0,600519
254,2016-01-18,-20.174,-18.744,-15.774,-20.974,27371.0,600519
255,2016-01-19,-17.174,-7.934,-7.844,-18.164,59110.0,600519
256,2016-01-20,-11.174,-15.854,-8.014,-17.164,40968.0,600519
257,2016-01-21,-16.914,-17.914,-13.584,-18.274,21832.0,600519
258,2016-01-22,-15.064,-15.434,-14.774,-19.364,22733.0,600519
259,2016-01-25,-15.174,-15.404,-14.684,-16.674,13750.0,600519
260,2016-01-26,-17.184,-19.164,-13.704,-19.674,22280.0,600519
261,2016-01-27,-18.194,-18.244,-17.284,-22.474,29840.0,600519
262,2016-01-28,-18.424,-21.534,-18.424,-22.554,17903.0,600519
263,2016-01-29,-20.694,-17.524,-15.674,-21.174,23090.0,600519
264,2016-02-01,-16.074,-16.884,-15.374,-18.284,19178.0,600519
265,2016-02-02,-16.174,-13.624,-13.374,-17.534,17842.0,600519
266,2016-02-03,-15.594,-14.514,-13.614,-16.674,15156.0,600519
267,2016-02-04,-13.374,-13.184,-12.294,-14.634,16624.0,600519
268,2016-02-05,-13.184,-14.304,-12.994,-15.644,14227.0,600519
269,2016-02-15,-18.174,-17.764,-15.174,-18.574,19470.0,600519
270,2016-02-16,-17.614,-14.254,-10.174,-17.614,19223.0,600519
271,2016-02-17,-14.434,-15.874,-13.254,-17.664,20349.0,600519
272,2016-02-18,-14.974,-16.464,-14.574,-17.074,18892.0,600519
273,2016-02-19,-16.554,-15.064,-14.994,-17.044,14238.0,600519
274,2016-02-22,-12.174,-10.374,-9.854,-12.174,27759.0,600519
275,2016-02-23,-10.404,-5.764,-3.194,-11.154,37460.0,600519
276,2016-02-24,-5.974,-0.434,-0.144,-7.164,33129.0,600519
277,2016-02-25,0.626,-5.764,2.306,-6.044,39480.0,600519
278,2016-02-26,-5.074,-1.334,1.076,-6.914,28332.0,600519
279,2016-02-29,0.816,-3.264,2.706,-11.374,47712.0,600519
280,2016-03-01,-2.214,0.246,2.126,-7.774,34004.0,600519
281,2016-03-02,0.826,6.046,7.326,0.496,47942.0,600519
282,2016-03-03,6.826,9.636,13.806,3.486,40193.0,600519
283,2016-03-04,8.706,20.606,21.986,6.836,85838.0,600519
284,2016-03-07,19.936,15.466,21.826,12.876,39345.0,600519
285,2016-03-08,15.126,11.036,15.126,8.826,26147.0,600519
286,2016-03-09,8.826,9.266,14.476,7.926,16402.0,600519
287,2016-03-10,10.816,9.886,15.526,9.826,25727.0,600519
288,2016-03-11,8.366,9.876,13.706,7.326,16320.0,600519
289,2016-03-14,12.586,6.396,15.326,4.026,45277.0,600519
290,2016-03-15,6.626,13.746,16.216,6.166,36356.0,600519
291,2016-03-16,12.046,10.436,14.326,6.826,24250.0,600519
292,2016-03-17,11.826,11.386,15.926,10.126,28820.0,600519
293,2016-03-18,13.826,7.826,14.086,7.606,70568.0,600519
294,2016-03-21,8.486,13.806,13.846,8.476,38547.0,600519
295,2016-03-22,14.086,16.316,20.006,13.326,41766.0,600519
296,2016-03-23,17.026,16.796,18.826,14.506,21412.0,600519
297,2016-03-24,16.826,24.486,27.226,13.126,62068.0,600519
298,2016-03-25,24.326,26.806,31.616,22.846,44756.0,600519
299,2016-03-28,26.806,31.406,35.206,26.806,48337.0,600519
300,2016-03-29,31.426,29.936,32.826,26.266,36688.0,600519
301,2016-03-30,30.826,30.486,32.226,27.306,27782.0,600519
302,2016-03-31,31.666,29.466,32.126,28.816,19457.0,600519
303,2016-04-01,30.776,26.916,32.316,26.366,25146.0,600519
304,2016-04-05,24.826,27.346,29.326,24.826,25047.0,600519
305,2016-04-06,27.626,39.036,39.426,27.626,48424.0,600519
306,2016-04-07,38.716,35.936,39.306,34.446,25536.0,600519
307,2016-04-08,33.826,31.686,37.716,30.026,23156.0,600519
308,2016-04-11,32.326,25.546,37.006,25.326,119284.0,600519
309,2016-04-12,25.526,26.746,26.826,23.926,23339.0,600519
310,2016-04-13,27.226,24.066,30.456,23.526,54274.0,600519
311,2016-04-14,24.206,24.586,26.656,22.826,28664.0,600519
312,2016-04-15,24.466,26.726,26.806,23.026,19029.0,600519
313,2016-04-18,24.626,25.506,27.826,24.326,18593.0,600519
314,2016-04-19,26.416,25.006,27.016,23.276,14236.0,600519
315,2016-04-20,25.016,20.266,26.226,17.626,33708.0,600519
316,2016-04-21,22.326,22.196,24.126,20.126,29672.0,600519
317,2016-04-22,22.826,29.226,29.706,22.196,35459.0,600519
318,2016-04-25,28.946,26.346,29.926,25.126,24990.0,600519
319,2016-04-26,26.776,25.686,28.706,24.826,15156.0,600519
320,2016-04-27,26.326,26.706,27.306,25.316,13915.0,600519
321,2016-04-28,27.656,28.266,28.566,25.826,17156.0,600519
322,2016-04-29,29.216,33.026,34.256,29.216,46079.0,600519
323,2016-05-03,32.376,41.826,44.106,32.376,56474.0,600519
324,2016-05-04,41.826,38.036,44.216,37.816,28636.0,600519
325,2016-05-05,38.326,39.596,39.976,37.326,13517.0,600519
326,2016-05-06,39.136,34.046,40.346,32.946,27173.0,600519
327,2016-05-09,31.956,32.646,34.626,30.836,27799.0,600519
328,2016-05-10,31.326,33.906,35.826,30.936,33505.0,600519
329,2016-05-11,34.176,38.696,42.306,34.176,49277.0,600519
330,2016-05-12,35.846,37.786,38.386,33.826,18894.0,600519
331,2016-05-13,37.806,32.786,40.726,32.326,28145.0,600519
332,2016-05-16,32.686,33.456,33.626,29.126,22202.0,600519
333,2016-05-17,32.836,31.856,34.226,31.656,11785.0,600519
334,2016-05-18,30.906,26.266,33.676,24.926,28380.0,600519
335,2016-05-19,26.986,27.596,30.326,26.326,20889.0,600519
336,2016-05-20,28.666,33.086,34.006,26.146,25501.0,600519
337,2016-05-23,31.546,36.026,36.816,31.546,18706.0,600519
338,2016-05-24,36.236,33.766,37.036,31.926,11674.0,600519
339,2016-05-25,36.306,33.686,36.766,32.836,17785.0,600519
340,2016-05-26,33.816,34.536,35.626,31.026,18120.0,600519
341,2016-05-27,34.546,34.266,36.516,33.206,13230.0,600519
342,2016-05-30,33.326,37.956,38.326,31.826,29806.0,600519
343,2016-05-31,37.826,46.296,48.446,37.026,53949.0,600519
344,2016-06-01,47.226,45.616,47.326,44.826,21876.0,600519
345,2016-06-02,44.836,49.566,50.506,44.836,24760.0,600519
346,2016-06-03,48.826,65.716,68.566,48.226,64798.0,600519
347,2016-06-06,63.826,57.876,64.826,56.826,37261.0,600519
348,2016-06-07,58.326,59.676,60.316,56.836,18753.0,600519
349,2016-06-08,58.226,56.106,59.686,55.326,23882.0,600519
350,2016-06-13,55.176,48.886,58.486,48.076,37775.0,600519
351,2016-06-14,49.536,54.576,55.626,49.536,25587.0,600519
352,2016-06-15,52.536,58.316,59.626,52.036,27322.0,600519
353,2016-06-16,56.686,55.846,59.626,55.606,19643.0,600519
354,2016-06-17,55.426,60.086,64.316,55.426,24705.0,600519
355,2016-06-20,61.596,57.936,61.686,55.826,19019.0,600519
356,2016-06-21,58.866,55.636,59.766,54.826,16749.0,600519
357,2016-06-22,55.596,60.266,61.186,54.596,20884.0,600519
358,2016-06-23,61.796,58.266,61.796,56.706,13984.0,600519
359,2016-06-24,57.106,55.596,58.826,49.026,20129.0,600519
360,2016-06-27,56.826,69.506,74.126,56.826,63642.0,600519
361,2016-06-28,68.846,70.036,71.486,68.146,24282.0,600519
362,2016-06-29,69.376,70.006,71.276,66.026,28147.0,600519
363,2016-06-30,71.846,73.746,80.026,71.846,38022.0,600519
364,2016-07-01,75.197,74.167,79.877,71.997,26014.0,600519
365,2016-07-04,74.997,81.897,83.397,73.997,29488.0,600519
366,2016-07-05,83.027,88.577,91.097,83.027,41707.0,600519
367,2016-07-06,87.797,105.187,105.997,87.007,47347.0,600519
368,2016-07-07,103.797,104.907,114.797,100.077,50725.0,600519
369,2016-07-08,101.527,97.907,103.497,94.157,45545.0,600519
370,2016-07-11,97.027,103.137,111.997,97.027,57481.0,600519
371,2016-07-12,103.757,112.727,114.597,102.997,53119.0,600519
372,2016-07-13,111.027,105.187,112.727,103.047,53448.0,600519
373,2016-07-14,104.087,105.087,108.797,103.197,29230.0,600519
374,2016-07-15,105.117,105.517,106.027,103.057,26811.0,600519
375,2016-07-18,105.497,104.207,107.497,103.657,23352.0,600519
376,2016-07-19,103.497,96.107,104.297,93.547,41431.0,600519
377,2016-07-20,96.617,96.557,98.867,95.497,17733.0,600519
378,2016-07-21,98.147,102.377,105.597,96.997,33009.0,600519
379,2016-07-22,100.897,95.917,103.197,95.377,28871.0,600519
380,2016-07-25,95.597,99.257,102.187,94.997,23623.0,600519
381,2016-07-26,97.007,107.037,107.497,96.497,35555.0,600519
382,2016-07-27,107.847,102.007,108.597,96.297,39228.0,600519
383,2016-07-28,99.997,104.047,107.297,99.497,39643.0,600519
384,2016-07-29,103.077,101.147,106.877,100.997,29007.0,600519
385,2016-08-01,100.997,94.957,101.947,92.997,31701.0,600519
386,2016-08-02,95.247,94.207,98.497,90.847,26541.0,600519
387,2016-08-03,94.997,94.817,95.897,92.147,24039.0,600519
388,2016-08-04,94.847,94.297,96.327,92.217,21793.0,600519
389,2016-08-05,94.487,93.927,96.367,93.027,20308.0,600519
390,2016-08-08,94.147,96.097,96.297,91.057,22007.0,600519
391,2016-08-09,96.167,103.747,105.667,94.417,39289.0,600519
392,2016-08-10,103.047,101.807,104.497,101.327,20944.0,600519
393,2016-08-11,102.377,104.767,109.567,102.007,31939.0,600519
394,2016-08-12,105.397,104.967,105.397,102.007,23352.0,600519
395,2016-08-15,103.797,106.777,109.687,102.147,34110.0,600519
396,2016-08-16,109.997,97.517,110.477,95.997,88378.0,600519
397,2016-08-17,97.597,96.157,98.967,94.497,43754.0,600519
